Transect No.,County,Site,Site function,Transect type,Drag round,Year,Date,Habitat type CONCAT,Temp (F),RH (%),Longitude Start,Latitude Start,GPS Start,GPS End,Start Time,End Time,Collectors,Amblyomma americanum ADULT,Amblyomma americanum NYMPH,Amblyomma americanum LARVA,Amblyomma maculatum ADULT,Amblyomma maculatum NYMPH,Amblyomma maculatum LARVA,Dermacentor albipictus ADULT,Dermacentor albipictus NYMPH,Dermacentor albipictus LARVA,Dermacentor variabilis ADULT,Dermacentor variabilis NYMPH,Dermacentor variabilis LARVA,Haemaphysalis leporispalustris ADULT,Haemaphysalis leporispalustris NYMPH,Haemaphysalis leporispalustris LARVA,Haemaphysalis longicornis ADULT,Haemaphysalis longicornis NYMPH,Haemaphysalis longicornis LARVA,Ixodes scapularis ADULT,Ixodes scapularis NYMPH,Ixodes scapularis LARVA,Rhipicephalus sanguineus ADULT,Rhipicephalus sanguineus NYMPH,Rhipicephalus sanguineus LARVA,Unknown ADULT,Unknown NYMPH,Unknown LARVA,Unknown UNKNOWN,Total,Overall Notes
23-3087,Suffolk,Bayard Cutting Arboretum,,Interior,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",70.9,58.7,-73.15521,40.75085,"40.75085, -73.15521","40.75142, -73.15585",2:55 PM,3:13 PM,Alexis Angulo,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,65,
23-4073,Suffolk,Bayard Cutting Arboretum,Arboretum,Interior,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",74,49.9,-73.15411,40.74927,"40.74927, -73.15411","40.74991, -73.15452",2:17 PM,2:46 PM,KP,5,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,171,
23-4074,Suffolk,Bayard Cutting Arboretum,Arboretum,Trail,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",74,49.9,-73.15507,40.75072,"40.75072, -73.15507","40.75151, -73.15573",2:54 PM,3:12 PM,KP,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,87,1 female adult
23-5090,Suffolk,Bayard Cutting Arboretum,,Trail,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",70.9,58.7,-73.1544245,40.7492697,"40.7492697, -73.1544245","40.7501396, -73.1547001",2:14 PM,2:46 PM,JM,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,120,2.0 mph
23-1105,Suffolk,Bayard Cutting Arboretum,,Trail,2,2023,Jun/29/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80.5,57.6,-73.1550109,40.7506026,"40.7506026, -73.1550109","40.751403, -73.1557221",11:04 AM,11:25 AM,SJL,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,86,F
23-1106,Suffolk,Bayard Cutting Arboretum,,Interior,2,2023,Jun/29/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",80.5,57.6,-73.155483,40.751542,"40.751542, -73.155483","40.750735, -73.155003",11:28 AM,11:54 AM,SJL,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,83,"1M, 1F"
23-4102,Suffolk,Bayard Cutting Arboretum,,Trail,2,2023,Jun/29/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",79.6,63.9,-73.1545,40.749,"40.74900, -73.15450","40.74912, -73.15528",11:02 AM,11:22 AM,KP,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,27,2.4 mph
23-4103,Suffolk,Bayard Cutting Arboretum,,Interior,2,2023,Jun/29/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",79.6,63.9,-73.15559,40.74898,"40.74898, -73.15559","40.74896, -73.15479",11:24 AM,11:45 AM,KP,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,50,2.4 mph
23-5118,Suffolk,Bayard Cutting Arboretum,,Edge,2,2023,Jun/29/2023,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass",75.5,58.6,-73.1596045,40.7455096,"40.7455096, -73.1596045","40.7455353, -73.1584783",11:14 AM,11:27 AM,JM,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,F3.4 mph
23-5119,Suffolk,Bayard Cutting Arboretum,,Edge,2,2023,Jun/29/2023,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass",75.5,58.6,-73.1584723,40.7456544,"40.7456544, -73.1584723","40.7464716, -73.1586443",11:31 AM,11:45 AM,JM,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,3.4 mph
23-9048,Suffolk,Bayard Cutting Arboretum,,Trail,2,2023,Jun/29/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",77.9,67,-73.1552596,40.7486379,"40.7486379, -73.1552596","40.7500438, -73.1547524",11:08 AM,11:41 AM,MM,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,54,
23-9049A-2,Suffolk,Bayard Cutting Arboretum,,Interior,2,2023,Jun/29/2023,", , , , , , , , ,",77.9,67,-73.1544342,40.7501114,"40.7501114, -73.1544342","40.749453, -73.154343",11:44 AM,12:18 PM,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0 mph
23-0050,Nassau,Bethpage State Park,Mixed Use,Trail,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",68.2,58,-73.46424,40.7554,"40.7554, -73.46424","40.75593, 73.46366",8:37 AM,8:48 AM,Marie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-0051,Nassau,Bethpage State Park,Mixed Use,Interior,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",68.2,58,-73.46369,40.75609,"40.75609, -73.46369","40.75538, -73.46403",8:51 AM,9:04 AM,Marie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-0052,Nassau,Bethpage State Park,Mixed Use,Edge,1,2023,Jun/21/2023,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous",70,57,-73.46546,40.75417,"40.75417, -73.46546","40.75501, -73.46537",9:12 AM,9:19 AM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-6080,Nassau,Bethpage State Park,Mixed Use,Trail,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",65.3,65.8,-73.4651956,40.7551484,"40.7551484, -73.4651956","40.7556779, -73.4645006",8:30 AM,8:50 AM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
23-6081,Nassau,Bethpage State Park,Mixed Use,Interior,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",65.3,65.8,-73.4643108,40.7554245,"40.7554245, -73.4643108","40.7552380, -73.4652580",8:55 AM,9:15 AM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-7089,Nassau,Bethpage State Park,Mixed Use,Trail,1,2023,Jun/21/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Maintained grass and unmaintained herb and leaf litter, Unmaintained herbaceous and leaf litter",65.9,63.6,-73.46469,40.75429,"40.75429, -73.46469","40.75471, -73.46383",8:31 AM,8:44 AM,Aidyn Levin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-7090,Nassau,Bethpage State Park,Mixed Use,Interior,1,2023,Jun/21/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",65.9,63.6,-73.46391,40.75487,"40.75487, -73.46391","40.75449, -73.46454",8:46 AM,9:00 AM,Aidyn Levin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-7091,Nassau,Bethpage State Park,Mixed Use,Edge,1,2023,Jun/21/2023,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous",69.8,54,-73.46336,40.75496,"40.75496, -73.46336","40.75514, -73.46638",9:05 AM,9:20 AM,Aidyn Levin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
23-0126,Nassau,Bethpage State Park,Misxed Use,Trail,2,2023,Jul/10/2023,"Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",85.7,57,-73.46496,40.75493,"40.75493, -73.46496","40.75506, -73.46469",2:29 PM,2:48 PM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-0127,Nassau,Bethpage State Park,Misxed Use,Interior,2,2023,Jul/10/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",85.7,57,-73.46426,40.75497,"40.75497, -73.46426","40.755495, -73.46383",2:50 PM,3:00 PM,Marie Lilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-2085,Nassau,Bethpage State Park,Mixed Use,Trail,2,2023,Jul/10/2023,", , , , , , , , ,",82.7,60,-73.46671,40.75538,"40.75538, -73.46671","40.75658, -73.46598",2:25 PM,2:40 PM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-2086,Nassau,Bethpage State Park,Mixed Use,Edge,2,2023,Jul/10/2023,", , , , , , , , ,",82.7,60,-73.46666,40.75518,"40.75518, -73.46666","40.75509, -73.45536",2:40 PM,2:55 PM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-3146,Nassau,Bethpage State Park,Mixed Use,,2,2023,Jul/10/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",88,52,-73.4653629,40.7549617,40.7549617 -73.4653629,"40.7544563, -73.4652074",2:30 PM,2:45 PM,Alexis Angulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-3147,Nassau,Bethpage State Park,Mixed Use,Interior,2,2023,Jul/10/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",88,52,-73.4652385,40.7544997,"40.7544997, -73.4652385","40.7546549, -73.4645988",2:46 PM,2:57 PM,Alexis Angulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-6155,Nassau,Bethpage State Park,Mixed Use,Trail,2,2023,Jul/10/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",83.2,60.3,-73.4650655,40.7552629,"40.7552629, -73.4650655","40.7559197, -73.4645955",2:29 PM,2:41 PM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-6156,Nassau,Bethpage State Park,Mixed Use,Interior,2,2023,Jul/10/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",83.2,60.3,-73.4644543,40.7558311,"40.7558311, -73.4644543","40.7556050, -73.4643581",2:44 PM,3:00 PM,RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23-1065,Suffolk,Blydenburgh County Park,-,Trail,1,2023,Jun/14/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",69.3,75.6,-73.220845,40.830056,"40.830056, -73.220845",-,8:29 AM,9:02 AM,SL,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,62,
23-1066,Suffolk,Blydenburgh County Park,-,Trail,1,2023,Jun/14/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Leaf Litter",69.3,75.6,-73.219205,40.836221,"40.836221, -73.219205","40.837022, -73.218402",9:13 AM,9:46 AM,SL,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,54,0,0,0,0,0,0,0,0,101,F
23-4045,Suffolk,Blydenburgh County Park,-,Edge,1,2023,Jun/14/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter",67.8,77.1,-73.22061,40.83545,"40.83545, -73.22061","40.83546, -73.22137",8:27 AM,8:52 AM,SL,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,22,
23-4046,Suffolk,Blydenburgh County Park,-,Edge,1,2023,Jun/14/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and leaf litter, Maintained grass and unmaintained herb and leaf litter",67.8,77.1,-73.21931,40.83048,"40.83048, -73.21931","40.82994, -73.21897",9:06 AM,9:37 AM,SL,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,62,0,0,0,0,0,0,0,0,103,
23-5063,Suffolk,Blydenburgh County Park,Park,Interior,1,2023,Jun/14/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",68.1,72.8,-73.22094,40.83593,"40.83593, -73.22094","40.83596, -73.22017",8:30 AM,9:04 AM,JM,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,52,
23-5064,Suffolk,Blydenburgh County Park,Park,Interior,1,2023,Jun/14/2023,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter",68.1,72.8,-73.21912,40.8363,"40.83630, -73.21912","40.83678, -73.21832",9:13 AM,9:38 AM,JM,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,65,
23-1142,Suffolk,Blydenburgh County Park,,Trail,2,2023,Jul/12/2023,"Leaf Litter, Unmaintained herbaceous and Leaf Litter, Unmaintained herbaceous and Leaf Litter, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter",81.6,63.3,-73.22195475,40.83606923,"40.8360692312533, -73.2219547545786",,1:48 PM,,Lee,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,NA
23-1143,Suffolk,Blydenburgh County Park,,Interior,2,2023,Jul/12/2023,"Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous, Leaf Litter and Unmaintained herbaceous",81.6,63.6,-73.22295368,40.83673787,"40.8367378651464, -73.2229536763579",,2:10 PM,,Lee,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,25,NA
23-4160,Suffolk,Blydenburgh County Park,Park,Edge,2,2023,Jul/12/2023,"Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter, Maintained grass and unmaintained herb and leaf litter",85.6,50.1,-73.22064,40.83582,"40.83582, -73.22064","40.83536, -73.22129",9:46 AM,9:54 AM,KP,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,Recorded in small field notebook
