Site,Transect type,Date,Transect No.,Section,Habitat type,Temperature,Relative Humidity,GPS Start,GPS End,Start Time,End Time,Collector,Notes
Hope G.I.P.,Trail,Jun/05/2025,25-0048,9,Unmaintained herbaceous and leaf litter,81.9,61.5,"40.8538180, -73.5661785","40.8527096, -73.5656155",11:55 AM,12:20 PM,Rob Gullery,
Hope G.I.P.,Trail,Jun/05/2025,25-0048,10,Unmaintained herbaceous and leaf litter,81.9,61.5,"40.8538180, -73.5661785","40.8527096, -73.5656155",11:55 AM,12:20 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,1,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,2,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,3,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,4,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,5,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,6,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,7,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,8,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,9,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0049,10,Unmaintained herbaceous and leaf litter,84.6,55.4,"40.0536529, -73.566808","40.9524894,-73.5657054",12:15 PM,12:26 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,1,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,2,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,3,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,4,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,5,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,6,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,7,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,8,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,9,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Hope G.I.P.,Interior,Jun/05/2025,25-0050,10,Unmaintained herbaceous and leaf litter,83.8,57.2,"40.8551355, -73.5689351","40.8546569, -73.5679879",12:30 PM,12:50 PM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,1,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,2,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,3,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,4,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,5,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,6,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,7,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,8,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,9,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Trail,Jun/06/2025,25-0058,10,Unmaintained herbaceous and leaf litter,78.2,66.7,"40.5216882, -74.2030485","40.5223057, -74.2026465",10:25 AM,10:45 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,1,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,2,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,3,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,4,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,5,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,6,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,7,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,8,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,9,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0059,10,Unmaintained herbaceous and leaf litter,85.3,55.8,"40.5224910, 74.2028621","40.5219229, -74.2030536",10:45 AM,11:05 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,1,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,2,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,3,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,4,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,5,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,6,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,7,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,8,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,9,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Lemon Creek Park,Interior,Jun/06/2025,25-0060,10,Unmaintained herbaceous and leaf litter,83.4,65.2,"40.5230759, -74.2028350","40.5223600, -74.2029000",11:05 AM,11:20 AM,Rob Gullery,
Long Pond Park,Trail,May/30/2025,25-0005,1,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302163","40.5133906, -74.2247905",11:38 AM,11.55 am,Rob Gullery,
Long Pond Park,Trail,May/30/2025,25-0005,2,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302164","40.5133906, -74.2247906",12:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,3,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302165","40.5133906, -74.2247907",1:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,4,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302166","40.5133906, -74.2247908",2:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,5,Leaf Litter,74,68.7,"40.5147713, -74.2302167","40.5133906, -74.2247909",3:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,6,Leaf Litter,74,68.7,"40.5147713, -74.2302168","40.5133906, -74.2247910",4:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,7,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302169","40.5133906, -74.2247911",5:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,8,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302170","40.5133906, -74.2247912",6:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,9,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302171","40.5133906, -74.2247913",7:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0005,10,Unmaintained herbaceous and leaf litter,74,68.7,"40.5147713, -74.2302172","40.5133906, -74.2247914",8:38 PM,11.55 am,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,1,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,
Long Pond Park,Trail,May/30/2025,25-0006,2,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,3,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,4,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,5,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,6,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,7,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,8,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,9,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Long Pond Park,Trail,May/30/2025,25-0006,10,Unmaintained herbaceous and leaf litter,75.6,64.8,"40.5134652, -74.2296450","40.5121994, -74.2291008",12:00 PM,12:30 PM,Rob Gullery,"No Edge, Damp"
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,1,Unmaintained herbaceous,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,2,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,3,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,4,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,5,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,6,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,7,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,8,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,9,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0061,10,Unmaintained herbaceous and leaf litter,80.6,61.5,"40.5186254, -74.1910520","40.5194593, -74.1906567",11:30 AM,12:00 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,1,Unmaintained herbaceous,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,2,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,3,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,4,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,5,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,6,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,7,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,8,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,9,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Wolfe's Pond Park,Interior,Jun/06/2025,25-0062,10,Unmaintained herbaceous and leaf litter,79.9,61.9,"40.5203106, -74.1905568","40.5194968, -74.1905531",12:10 PM,12:25 PM,Rob Gullery,
Fairview Park,Trail,Jun/06/2025,25-2040,1,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,2,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,3,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,4,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,5,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,6,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,7,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,8,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,9,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2040,10,Unmaintained herbaceous and leaf litter,75.6,62.9,"40.5315300, -74.2297442","40.5318643, -74.2304352",7:58 AM,8:19 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,1,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,2,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,3,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,4,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,5,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,6,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,7,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,8,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,9,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2041,10,Unmaintained herbaceous and leaf litter,75.4,61.9,"40.5318643, -74.2304352","40.5320855, -74.2367594",8:20 AM,8:45 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,1,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,2,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,3,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,4,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,5,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,6,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
Fairview Park,Trail,Jun/06/2025,25-2042,7,Unmaintained herbaceous and leaf litter,81.8,81.8,"40.5224298, -73.2035300","40.5220205, -74.2031594",10:39 AM,10:56 AM,Stephen Lewis,
